log_id,bank_id,metric,year,issue,detail,severity
104,bangladesh_krishi_bank_bkb,roa_pct,,percent_stored_as_fraction,"Bangladesh Krishi Bank (BKB) stores 'roa_pct' as a decimal fraction (e.g. 0.0) although the Unit column says '%'. Evidence: rebuilt net_profit_after_tax/total_assets over 15 years: mean error 0.0% as a fraction vs 99.0% as percentage points. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
105,bangladesh_krishi_bank_bkb,roe_pct,,percent_stored_as_fraction,"Bangladesh Krishi Bank (BKB) stores 'roe_pct' as a decimal fraction (e.g. 0.0) although the Unit column says '%'. Evidence: rebuilt net_profit_after_tax/shareholders_equity over 15 years: mean error 0.0% as a fraction vs 99.0% as percentage points. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
106,bangladesh_krishi_bank_bkb,npl_pct_gross,,percent_stored_as_fraction,"Bangladesh Krishi Bank (BKB) stores 'npl_pct_gross' as a decimal fraction (e.g. 0.2477) although the Unit column says '%'. Evidence: rebuilt npl_amount/loans_advances_gross over 16 years: mean error 1.4% as a fraction vs 99.0% as percentage points. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
107,bangladesh_krishi_bank_bkb,provision_coverage_pct,,percent_stored_as_fraction,"Bangladesh Krishi Bank (BKB) stores 'provision_coverage_pct' as a decimal fraction (e.g. 0.241484727948681) although the Unit column says '%'. Evidence: inherited from this sheet's verified metrics ({'fraction': 5}). value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
108,bangladesh_krishi_bank_bkb,loan_deposit_ratio_pct,,percent_stored_as_fraction,"Bangladesh Krishi Bank (BKB) stores 'loan_deposit_ratio_pct' as a decimal fraction (e.g. 1.010741) although the Unit column says '%'. Evidence: rebuilt loans_advances_gross/total_deposits over 16 years: mean error 0.0% as a fraction vs 99.0% as percentage points. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
109,bangladesh_krishi_bank_bkb,car_pct,,percent_stored_as_fraction,"Bangladesh Krishi Bank (BKB) stores 'car_pct' as a decimal fraction (e.g. -0.4064) although the Unit column says '%'. Evidence: inherited from this sheet's verified metrics ({'fraction': 5}). value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
110,bangladesh_krishi_bank_bkb,cost_income_pct,,percent_stored_as_fraction,"Bangladesh Krishi Bank (BKB) stores 'cost_income_pct' as a decimal fraction (e.g. 1.397983743) although the Unit column says '%'. Evidence: inherited from this sheet's verified metrics ({'fraction': 5}). value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
111,bangladesh_krishi_bank_bkb,npl_to_assets_pct,,percent_stored_as_fraction,"Bangladesh Krishi Bank (BKB) stores 'npl_to_assets_pct' as a decimal fraction (e.g. 0.1756842246) although the Unit column says '%'. Evidence: rebuilt npl_amount/total_assets over 16 years: mean error 0.0% as a fraction vs 99.0% as percentage points. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
112,bangladesh_krishi_bank_bkb,yoy_total_assets_growth_pct,,percent_stored_as_fraction,"Bangladesh Krishi Bank (BKB) stores 'yoy_total_assets_growth_pct' as a decimal fraction (e.g. 0.09652475394) although the Unit column says '%'. Evidence: growth series peaks at 1. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
222,bangladesh_krishi_bank_bkb,roe_pct,,roe_on_negative_equity,"Bangladesh Krishi Bank (BKB) reports negative shareholders' equity in 16 year(s) (2010-2025) for which an ROE is also printed. ROE = profit / equity, so with negative equity a LOSS shows as a POSITIVE ROE and a profit as a negative one. Those ROE figures are arithmetically valid but economically meaningless: do not rank, average or chart them as if higher were better. Use net profit and equity in Tk mn instead.",critical
85,basic_bank_plc,roa_pct,,percent_stored_as_fraction,"BASIC Bank PLC stores 'roa_pct' as a decimal fraction (e.g. 0.002679910506) although the Unit column says '%'. Evidence: rebuilt net_profit_after_tax/total_assets over 35 years: mean error 0.0% as a fraction vs 99.0% as percentage points. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
86,basic_bank_plc,roe_pct,,percent_stored_as_fraction,"BASIC Bank PLC stores 'roe_pct' as a decimal fraction (e.g. 0.01344185473) although the Unit column says '%'. Evidence: rebuilt net_profit_after_tax/shareholders_equity over 35 years: mean error 0.0% as a fraction vs 99.0% as percentage points. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
87,basic_bank_plc,npl_pct_gross,,percent_stored_as_fraction,"BASIC Bank PLC stores 'npl_pct_gross' as a decimal fraction (e.g. 0.0455) although the Unit column says '%'. Evidence: rebuilt npl_amount/loans_advances_gross over 16 years: mean error 0.0% as a fraction vs 99.0% as percentage points. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
88,basic_bank_plc,provision_coverage_pct,,percent_stored_as_fraction,"BASIC Bank PLC stores 'provision_coverage_pct' as a decimal fraction (e.g. 0.3935) although the Unit column says '%'. Evidence: inherited from this sheet's verified metrics ({'fraction': 5}). value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
89,basic_bank_plc,loan_deposit_ratio_pct,,percent_stored_as_fraction,"BASIC Bank PLC stores 'loan_deposit_ratio_pct' as a decimal fraction (e.g. 0.2091464182) although the Unit column says '%'. Evidence: rebuilt loans_advances_gross/total_deposits over 35 years: mean error 0.0% as a fraction vs 99.0% as percentage points. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
90,basic_bank_plc,car_pct,,percent_stored_as_fraction,"BASIC Bank PLC stores 'car_pct' as a decimal fraction (e.g. 0.1239) although the Unit column says '%'. Evidence: inherited from this sheet's verified metrics ({'fraction': 5}). value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
91,basic_bank_plc,cost_income_pct,,percent_stored_as_fraction,"BASIC Bank PLC stores 'cost_income_pct' as a decimal fraction (e.g. 0.347570845209267) although the Unit column says '%'. Evidence: inherited from this sheet's verified metrics ({'fraction': 5}). value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
92,basic_bank_plc,npl_to_assets_pct,,percent_stored_as_fraction,"BASIC Bank PLC stores 'npl_to_assets_pct' as a decimal fraction (e.g. 0.02573815142) although the Unit column says '%'. Evidence: rebuilt npl_amount/total_assets over 16 years: mean error 0.0% as a fraction vs 99.0% as percentage points. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
93,basic_bank_plc,yoy_total_assets_growth_pct,,percent_stored_as_fraction,"BASIC Bank PLC stores 'yoy_total_assets_growth_pct' as a decimal fraction (e.g. 0.6273940944) although the Unit column says '%'. Evidence: growth series peaks at 1. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
223,basic_bank_plc,roe_pct,,roe_on_negative_equity,"BASIC Bank PLC reports negative shareholders' equity in 3 year(s) (2021-2023) for which an ROE is also printed. ROE = profit / equity, so with negative equity a LOSS shows as a POSITIVE ROE and a profit as a negative one. Those ROE figures are arithmetically valid but economically meaningless: do not rank, average or chart them as if higher were better. Use net profit and equity in Tk mn instead.",critical
15,city_bank_plc,yoy_npat_growth_pct,,percent_stored_as_fraction,"City Bank PLC stores 'yoy_npat_growth_pct' as a decimal fraction (e.g. 0.2034835499) although the Unit column says '%'. Evidence: growth series peaks at 0.7641. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
16,city_bank_plc,yoy_total_assets_growth_pct,,percent_stored_as_fraction,"City Bank PLC stores 'yoy_total_assets_growth_pct' as a decimal fraction (e.g. 0.2081176171) although the Unit column says '%'. Evidence: growth series peaks at 0.2561. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
18,dutch_bangla_bank_plc,roa_pct,,percent_stored_as_fraction,"Dutch-Bangla Bank PLC stores 'roa_pct' as a decimal fraction (e.g. 0.013) although the Unit column says '%'. Evidence: rebuilt net_profit_after_tax/total_assets over 11 years: mean error 6.8% as a fraction vs 98.9% as percentage points. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
19,dutch_bangla_bank_plc,roe_pct,,percent_stored_as_fraction,"Dutch-Bangla Bank PLC stores 'roe_pct' as a decimal fraction (e.g. 0.173) although the Unit column says '%'. Evidence: rebuilt net_profit_after_tax/shareholders_equity over 11 years: mean error 6.5% as a fraction vs 98.9% as percentage points. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
20,dutch_bangla_bank_plc,loan_deposit_ratio_pct,,percent_stored_as_fraction,"Dutch-Bangla Bank PLC stores 'loan_deposit_ratio_pct' as a decimal fraction (e.g. 0.68) although the Unit column says '%'. Evidence: rebuilt loans_advances_gross/total_deposits over 11 years: mean error 8.6% as a fraction vs 99.1% as percentage points. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
21,dutch_bangla_bank_plc,npl_pct_gross,,percent_stored_as_fraction,"Dutch-Bangla Bank PLC stores 'npl_pct_gross' as a decimal fraction (e.g. 0.064) although the Unit column says '%'. Evidence: rebuilt npl_amount/loans_advances_gross over 11 years: mean error 0.0% as a fraction vs 99.0% as percentage points. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
22,dutch_bangla_bank_plc,provision_coverage_pct,,percent_stored_as_fraction,"Dutch-Bangla Bank PLC stores 'provision_coverage_pct' as a decimal fraction (e.g. 1.182) although the Unit column says '%'. Evidence: inherited from this sheet's verified metrics ({'fraction': 5}). value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
23,dutch_bangla_bank_plc,car_pct,,percent_stored_as_fraction,"Dutch-Bangla Bank PLC stores 'car_pct' as a decimal fraction (e.g. 0.171) although the Unit column says '%'. Evidence: inherited from this sheet's verified metrics ({'fraction': 5}). value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
24,dutch_bangla_bank_plc,cost_income_pct,,percent_stored_as_fraction,"Dutch-Bangla Bank PLC stores 'cost_income_pct' as a decimal fraction (e.g. 0.497) although the Unit column says '%'. Evidence: inherited from this sheet's verified metrics ({'fraction': 5}). value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
25,dutch_bangla_bank_plc,npl_to_assets_pct,,percent_stored_as_fraction,"Dutch-Bangla Bank PLC stores 'npl_to_assets_pct' as a decimal fraction (e.g. 0.0353) although the Unit column says '%'. Evidence: rebuilt npl_amount/total_assets over 11 years: mean error 0.1% as a fraction vs 99.0% as percentage points. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
26,dutch_bangla_bank_plc,yoy_npat_growth_pct,,percent_stored_as_fraction,"Dutch-Bangla Bank PLC stores 'yoy_npat_growth_pct' as a decimal fraction (e.g. 1.038) although the Unit column says '%'. Evidence: growth series peaks at 1.038. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
27,dutch_bangla_bank_plc,yoy_equity_growth_pct,,percent_stored_as_fraction,"Dutch-Bangla Bank PLC stores 'yoy_equity_growth_pct' as a decimal fraction (e.g. 0.164) although the Unit column says '%'. Evidence: growth series peaks at 0.189. value_numeric keeps the source figure untouched; value_pct_points holds the same number x100 so it lines up with banks that publish percentage points. Use value_pct_points, or the v_bank_year view, for any cross-bank comparison.",critical
6,eastern_bank_plc,YoY NPAT growth %,,misaligned_duplicate_row,"Row 74 on sheet 'Eastern Bank Ltd' carries data in the Unit column (B74=0.201), i.e. the whole row is shifted one column left relative to the header. Loaded with the shift corrected and marked table_instance=2; values also appear rescaled (divided by 100) versus the aligned copy of the same metric.",critical
7,eastern_bank_plc,YoY Equity growth %,,misaligned_duplicate_row,"Row 75 on sheet 'Eastern Bank Ltd' carries data in the Unit column (B75=0.181), i.e. the whole row is shifted one column left relative to the header. Loaded with the shift corrected and marked table_instance=2; values also appear rescaled (divided by 100) versus the aligned copy of the same metric.",critical
8,eastern_bank_plc,,,duplicate_table_on_sheet,"Sheet 'Eastern Bank Ltd' contains the Metric/Unit table 2 times (header rows 14, 48). All copies are loaded; table_instance = 1 is the authoritative one and is the only instance exposed by the v_* views.",critical
130,eastern_bank_plc,total_assets,2015,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 189563.0 for 'total_assets' in 2015. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
140,eastern_bank_plc,loans_advances_gross,2015,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 130226.0 for 'loans_advances_gross' in 2015. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
150,eastern_bank_plc,total_deposits,2015,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 127990.0 for 'total_deposits' in 2015. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
160,eastern_bank_plc,shareholders_equity,2015,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 20496.0 for 'shareholders_equity' in 2015. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
170,eastern_bank_plc,net_interest_income,2015,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 3545.0 for 'net_interest_income' in 2015. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
180,eastern_bank_plc,non_interest_income,2015,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 6542.0 for 'non_interest_income' in 2015. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
190,eastern_bank_plc,net_profit_after_tax,2015,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 2221.0 for 'net_profit_after_tax' in 2015. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
200,eastern_bank_plc,eps,2015,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 3.63 for 'eps' in 2015. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
210,eastern_bank_plc,npl_amount,2015,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 4258.4 for 'npl_amount' in 2015. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
128,eastern_bank_plc,total_assets,2017,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 253068.0 for 'total_assets' in 2017. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
138,eastern_bank_plc,loans_advances_gross,2017,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 184027.0 for 'loans_advances_gross' in 2017. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
148,eastern_bank_plc,total_deposits,2017,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 167348.0 for 'total_deposits' in 2017. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
158,eastern_bank_plc,shareholders_equity,2017,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 21586.0 for 'shareholders_equity' in 2017. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
168,eastern_bank_plc,net_interest_income,2017,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 5745.0 for 'net_interest_income' in 2017. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
178,eastern_bank_plc,non_interest_income,2017,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 6656.0 for 'non_interest_income' in 2017. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
188,eastern_bank_plc,net_profit_after_tax,2017,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 2405.0 for 'net_profit_after_tax' in 2017. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
198,eastern_bank_plc,eps,2017,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 3.26 for 'eps' in 2017. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
208,eastern_bank_plc,npl_amount,2017,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 4600.7 for 'npl_amount' in 2017. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
126,eastern_bank_plc,total_assets,2018,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 282451.0 for 'total_assets' in 2018. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
136,eastern_bank_plc,loans_advances_gross,2018,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 209306.0 for 'loans_advances_gross' in 2018. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
146,eastern_bank_plc,total_deposits,2018,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 199629.0 for 'total_deposits' in 2018. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
156,eastern_bank_plc,shareholders_equity,2018,cross_bank_identical_value,"Eastern Bank PLC and Mutual Trust Bank PLC report the identical figure 22966.0 for 'shareholders_equity' in 2018. This pair matches on 45 (metric, year) cells across 9 metrics and years 2015–2020 — not plausible for raw balance-sheet numbers, and almost certainly a copy/paste error in the source workbook. Treat both banks' figures for these years as UNVERIFIED until checked against the published annual reports.",critical
